text,label
"Ledwo tylko odrosłem od ziemi
 trochę wyżej niż metr 
Już myślałem, że wszystko się spełni, 
że zostanę kim chcę
<EOST>
Chciałem być wielką gwiazdą rocka,
 sławną jak Rolling Stones
Widzieć ludzi tysiące wokół 
zasłuchanych w mój głos
<EOST>
Przez życie przejść wyłącznie na scenie,
Przyznacie, że niewielkie marzenie 
<EOST>
Do roboty nawet się zabrałem 
i po latach dwóch
Prawie dobrze rozróżniałem,
co to mol a co dur
<EOST>
I mocno w to wierzyłem,
że wszystko można mieć
By życie bajką było 
wystarczy tylko chcieć 
<EOST>
Jakoś zaraz potem po maturze 
ojciec przekonał mnie,
Że się daje nawet żyć i w biurze,
byle niezły był szef
<EOST>
I tylko raz na miesiąc po pierwszym
Znów czuję, że no satisfaction
<EOST>
Ledwo tylko odrosłem od ziemi
trochę wyżej niż metr
Już myślałem, że wszystko się spełni, 
że zostanę kim chcę
<EOST>
I mocno w to wierzyłem, 
że wszystko można mieć,
By życie bajką było 
wystarczy tylko chcie<EOST>ć",0
"To był zwyczajny dzień , płynął czas obok mnie.
Pustką czterech ścian bawił sie ze mną los.
Wten promyk słońca wpadł za mój prog ,pod mój dach.
Zagrzał miejsce nam dal nam to co dać chcial.
<EOST>
W kolorze oczu twych tamten świat nabrał barw,
byłaś obok mnie blisko tak w każdy czas,
i nie raz bałem sie ,ze to sen tylko sen,
w którym przyszłaś, ty znikniesz wnet razem z nim.
<EOST>
To byłaś ty uśmiech twój i twój głos
jak ptaków śpiew budził mnie.
To bylaś ty oddech twój ,cieplo rąk
to byłaś ty , tylko ty.
<EOST>
Na przekór myslom zlym , brałem to co dał los.
Radość wspólnych chwil z nami wciąż dzien i noc.
<EOST>
Gdy szczęście było tak blisko nas już o krok 
spelnił się zly sen porwał cien letni wiatr
nie znałem marzeń twych skrytych gdzieś pośród łez
wyruszyłaś w świat szukać szans ,nowych szans .
<EOST>
To bylaś ty dumna tak, pewna że,
zdobędziesz świat ciebie wart.
To byłaś ty jak zły sen inna tak,
nie znana mi twoja twarz
<EOST>
W mijaniu trudnych dni,  żylem wciąż myślą tą,
że powrócisz tu staniesz w drzwiach, powiem wejdż.
<EOST>
To byłaś ty uśmiech twój i twój głos,
jak ptaków śpiew zbudził mnie.
to znowu byłaś ty za mój próg pod moj dach
promyk słońca wpadl wrócił tu dobry znak<EOST>.",0
"Loki nakręcone
A z oczu pada deszcz
Lodowate krople
Palą mnie
Zakładam szpile
Byś chociaż przez chwilę mnie widział
I zechciał mnie
<EOST>
A czy widział pan
Stoję sama
Ja na imię niewidzialna mam
Szklana dama
Ta dama pije rum
Gorzkie wpadają łezki w rum
Gorzkie wpadają łezki
Smutno mi znów
Proszę pana
Proszę pana
Proszę pana
<EOST>
Proszę pana
Proszę pana
Proszę pana
<EOST>
Proszę pana
Proszę pana
Proszę pana
<EOST>
Jej czerwone usta
Ich malinowy smak
Płynie z nich rozpusta
Słodka tak
A ja z wyboru tu wciąż bez kolorów na buzi
Trochę mi żal
<EOST>
A czy widział pan
Stoję sama
Ja na imię niewidzialna mam
Szklana dama
Ta dama pije rum
Gorzkie wpadają łezki w rum
Gorzkie wpadają łezki
Smutno mi znów
Proszę pana
Proszę pana
Proszę pana
<EOST>
Proszę pana
Proszę pana
Proszę pana
<EOST>
Po co mi ta spina
Zakłopotana mina
To tylko czysta kpina
Po co mi ta spina
Gdy ciebie kręci inna
Nie jestem temu winna
<EOST>
A czy widział pan
Stoję sama
Ja na imię niewidzialna mam
Szklana dama
Ta dama pije rum
Gorzkie wpadają łezki w rum
Gorzkie wpadają łezki
Smutno mi znów
Proszę pana
Proszę pana
Proszę pana
<EOST>
Proszę pana
Proszę pana
Proszę pana
<EOST>
Ta dama pije rum
Rum
<EOST>
Proszę pana
Proszę pana
Proszę pana
Proszę pana
Proszę pan<EOST>a",0
"Jakiś mądry, który życie znał 
miał powiedzieć, że... 
że nie z każdej mąki choćbyś chciał 
zawsze będzie chleb 
Nie wystarczy orać, ani siać 
gonić resztką sił 
Trzeba jeszcze dobry przepis znać, 
żeby skutek był, 
skutek był 

Du-du-dużo, dużo nas 
I więcej będzie wnet 
Du-du jest i piec i gaz 
A skutków jakoś nie

Coraz większa ślinka płynie z ust 
Dziki rośnie smak 
Tylko na to, żeby chlebek rósł 
wciąż pomysłu brak 
Chociaż się pojawia raz po raz 
taki co już wie 
Jednak w końcu 
wciąż wystaje nam 
wielkie gołe De 
Gołe De 

Du-du..<EOST>.",0
"Dla dziewczyny to mojej przeznaczam:
Tyś jest lutnią i dzwonkiem nad drzwiami
Który słyszę codziennie, gdy wracasz
Choć masz swoją torebkę z kluczami

Niewidzialnie granicę przekraczam
W mej tęsknocie, co twoje ma imię
Miłość losu koleje odwraca
Szukających przytuli i przyjmie

Bo ty jesteś dla mnie Miss Świata
A wiesz, kiedy nią jesteś najwięcej?
Kiedy rękę do serca przykładasz
Mówiąc: ""Biegłam, bo chciałam być prędzej""

Dla dziewczyny to mojej przeznaczam:
Ty mnie uczysz i ja ciebie uczę
Słyszę kroki - to znowu powracasz
By mnie sercem otworzyć jak kluczem

Przejdą noce, wieczory i ranki
Zbledną usta i oczu kolory
A ja wspomnień o tobie nie zamknę
Każde słowo ze sobą zabiorę

Bo ty jesteś dla mnie Miss Świata
A wiesz, kiedy nią jesteś najwięcej?
Kiedy rękę do serca przykładasz
Mówiąc: ""Biegłam, bo chciałam być prędzej<EOST>""",0
"1.Mówilas zawsze, że ta miłość jest jak wiatr
Nie widać jej, a czuć kiedy otula nas
Gdy zasypiałaś ja trzymałem dłonie twe
Wierzyłem, że to będzie trwać, że to się nie skończy się
<EOST>
<RBEG>Ref.Jak wytłumaczyć sobie mam, czy ty mi powiesz jak jest
Ja będę czekać cały czas na list od ciebie czy gest
Jeśli ci dobrze to nie wracaj zostań tam 
Ja będę czekać cały czas z kluczami do nieba bram.
…..
Lecz czegoś będzie ci brak, może to ust moich smak
Może to ciepło mych rąk, że byłem z boku o krok
Kiedyś zatęsknisz ja wiem, kiedyś się spełni nasz sen
Kiedyś zrozumiesz swój błąd, ja będę daleko stąd.<REND>
<EOST>
2.Wciąż powtarzałaś mi, że miłość jest jak kwiat
Może usychać ciągle trzeba o nią dbać
Gdy miałaś gorszy dzień, twe ocierałem łzy
Gdy pytam czemu nie ma kogoś, kto powie mi. 
<EOST>
<RBEG>Ref.Jak wytłumaczyć sobie mam, czy ty mi powiesz jak jest
Ja będę czekać cały czas na list od ciebie czy gest
Jeśli ci dobrze to nie wracaj zostań tam 
Ja będę czekać cały czas z kluczami do nieba bram.<REND>
<EOST>
Lecz czegoś będzie ci brak, może to ust moich smak
Może to ciepło mych rąk, że byłem z boku o krok
Kiedyś zatęsknisz ja wiem, kiedyś się spełni nasz sen
Kiedyś zrozumiesz swój błąd, ja będę daleko stąd. X<EOST>2",1
"Ty pragniesz by zawsze było tak jak chcesz
Ja bardzo nie lubię kiedy wpadasz w gniew
Więc ustępuję Tobie, choć nie wiem sam
Czy robię dobrze i kto rację dziś ma
<EOST>
Ty mogłabyś tańczyć przez okrągły rok
Gdy tylko zagrają, już nie widzisz trosk
Chcesz życie brać jak leci, śmiać mu się w nos
Cóż może znaczyć jakiś tam przelotny los?
<EOST>
Po co to wszystko?
Poddajesz się iluzji chwil
Nie zmienisz życia
W panoramiczny film
<EOST>
Choć jesteś blisko
Pół świata dzieli dzisiaj nas
Odmień to wszystko
Lub odejdź póki czas
<EOST>
Ty zaczęłaś w życiu już niejeden bal
Chcesz, bym z tobą tańczył do białego dnia
Kiedy się gniewam, mówisz: Życie to bal
Nie wychodź jeszcze, zatańcz, gdy orkiestra gra
<EOST>
Po co to wszystko?
Poddajesz się iluzji chwil
Nie zmienisz życia
W panoramiczny film
<EOST>
Choć jesteś blisko
Pół świata dzieli dzisiaj nas
Odmień to wszystko
Lub odejdź póki czas
<EOST>
Odejdź już, zabierz się wreszcie
Nudzisz mnie tym swoim ja
Spróbuj znów gdzieś w innym mieście
Znaleźć wariata takiego jak ja
<EOST>
Po co to wszystko?
Poddajesz się iluzji chwil
Nie zmienisz życia
W panoramiczny film
<EOST>
Choć jesteś blisko
Pół świata dzieli dzisiaj nas
Odmień to wszystko
Lub odejdź póki cza<EOST>s",0
"Każda chce panna mieć swojego chłopaka
Żeby to żołnierz był lub zwykły marynarz
Czasem się marzy jej nawet i kapitan
Ale to wszystko nic, gdy zapytasz ją:
Kto tam w górze broni ojczystego nieba?
Tylko lotnikowi serce oddać chcę!
<EOST>
<RBEG>Ref.:
Za mundurem panny sznurem
Za lotnikiem stoją murem
Każda męża chce w mundurze
A jak lotnik, to jest super<REND>
<EOST>
A gdy już żoną jest swojego żołnierza
Życie to różne jest, czas jej dni odmierza
Gdy jej mąż służy tak poprzez swoje życie
Marzy, by chociaż był najgorszym lotnikiem
<EOST>
<RBEG>Ref.:
Za mundurem panny sznurem
Za lotnikiem stoją murem
Każda męża chce w mundurze
A jak lotnik, to jest super<REND>
<EOST>
Żadna z nich nie chce mieć męża marynarza
Albo gdy czołgistę spotkać się jej zdarza
Nie chce mieć za męża ważnego sztabowca
Chce, by ją porwał ktoś, wsadził w odrzutowca
Bo jej chłopak broni ojczystego nieba
Bo właśnie w lotniku zakochała się
<EOST>
<RBEG>Ref.:
Za lotnikiem panny sznurem
Tak w szczególe, jak w ogóle
Każda męża chce lotnika
Nawet jak na dwa dni znika (2 <REND>x<EOST>)",1
"Ktoś pogasił wszystkie światła
Świat się ugiął od zamieci
I pomimo wielkich chęci
Nie mam dobrych wieści
<EOST>
Chciałoby się uciec
Nie przed wszystkim się da
Idzie zima
<EOST>
Wiem, że nigdy nie jest łatwa
Niesie ciemny dzień przy sobie
Nieruchome myśli w głowie
Żywe są o Tobie
<EOST>
Byle śpiewać było o czym
Serce było wciąż gorące
Znowu krótsze będą noce
Zobaczymy słońce
<EOST>
Chciałoby się uciec
Nie przed wszystkim się da
Chciałoby się uciec
Nie przed wszystkim się da
Idzie zima
Idzie zima
<EOST>
Nie ma takiej nadziei
Która jeszcze coś zmieni
Idzie zima
<EOST>
Chciałoby się uciec
Nie przed wszystkim się da
Chciałoby się uciec
Ale nie przed wszystkim się da
Idzie zima
Idzie zim<EOST>a",0
"Jak na mnie, to można już podziękować, pożegnać i pójść
Po cichutku opuścić klub, bo chyba czas na nas
Krócej niż w planach, od trapów już boli mnie bania
Kultura stania, kiedy się schodziło w dół
Bez sterowania jamajski riddim przejmował groove
Ty i ja nisko, ty i ja blisko
Może dom poczeka, może tańczymy, może jednak
Poproszę DJa, bo go znam, żeby zagrał tune z dawnych lat
Bo ty oczy masz smutne, oby to nie było skutkiem
A przyczyną ja, ty to wszystko co mam
Czy ty nie rozumiesz, że dla ciebie zrobię to co chcesz
Czy ty nie rozumiesz
Czy ty nie rozumiesz, że dla ciebie zrobię więcej
Czy ty nie pamiętasz ślubowałem, że obronie cię przed wszystkim
<EOST>
I'm on a madafucking rampage, you can see
I'm on a madafucking rampage, (you can see)
I'm on a madafucking rampage, you can see
(I'm on a madafucking rampage)
I'm on a madafucking rampage
<EOST>
Krok do przodu, biodro w tył; symbioza
A reszta rozkminia jeszcze jaki to track
My już dalej o takt, my już tak parę lat
Jak pierwszego dnia, się jaram
Jak na mnie to można długo spać
Ty masz wolne i wolne mam ja
Wiec jeszcze się może dużo stać
W jacuzzi
Tak dawno nie tańczyłem z tobą
A ty jedyna wiesz jak, tyry rym tym
Znasz każdy mój ruch, ja każdy twój
<EOST>
I'm on a madafucking rampage, you can see
I'm on a madafucking rampage, you can see inside
I'm on a madafucking rampage, you can see
I'm on a madafucking rampage, you can see inside
<EOST>
Powiedz mi czy ty w ogóle wiesz
Czy ty w ogóle wiesz?
Czy ty w ogóle wiesz?
Czy ty w ogóle wiesz<EOST>?",0
"Kiedy wszystko już piękne było tak
Pierwsza miłość bez granic miała trwać
Nagle zabrał los to, co wcześniej dał
I podzielił nas, zanim złączyć miał
Jeszcze nie wiem, dlaczego innym tak
Zależało, by zniszczyć plany nam
Czemu twoja rodzina zbyła mnie
Czy ty jeszcze wciąż kochasz, czy też już nie

Chcę, byś naprawdę wierzył mi
Że nikt inny, tylko Ty
I choć przy mnie nie ma Cię
Tak jak dawniej kocham Cię 

<RBEG>REF.
Love, love, yeah, yeah !
Love, love, yeah, yeah! 
A jednak wciąż jeszcze żyje w nas
Love, love, yeah, yeah!
Love, love, yeah, yeah!
Love, love, yeah, yeah!
Że jeszcze kiedyś wciąż, nadzieję mam 
Love, love, yeah, yeah!

Dookoła wciąż wypatruję Cię
Bywa czasem, że spotkam Cię we śnie
Że zadzwonisz i powiesz: kocham Cię
Że zapytasz: jak i znów uśmiechniesz się

Chcę, byś naprawdę wierzył mi
Że nikt inny, tylko Ty
I choć przy mnie nie ma Cię
Tak jak dawniej kocham Cię 

<RBEG>REF.
Love, love, yeah, yeah !
Love, love, yeah, yeah! 
A jednak wciąż jeszcze żyje w nas
Love, love, yeah, yeah!
Love, love, yeah, yeah!
Love, love, yeah, yeah!
Że jeszcze kiedyś wciąż, nadzieję mam 
Love, love, yeah, yea<REND><REND>h<EOST>!",1
"Zostać policjantem, trzepać grubą kasę
I radar mieć
Zostać komendantem, zadanie nie jest łatwe
Lecz trzeba chcieć
Zaprowadzę w mieście porządek
Wszystkich złodziei pozamykać chcę
<EOST>
<RBEG>Ref.:
Chcę być policjantem, jeździć chcę niebieskim autem
I gangsterów gonić chcę
Chcę być policjantem, pałkę trzymać mocno w łapie
Niech no ktoś okradnie sklep!<REND>
<EOST>
Tutaj znów handlują, a tu demolują
Więc mandat jest
Bądź tu policjantem, co nie weźmie w łapę
To ciężka rzecz
Zaprowadzę dzisiaj porządki
A bandytów pozamykać chcę
<EOST>
<RBEG>Ref.:
Chcę być policjantem, jeździć chcę niebieskim autem
I gangsterów gonić chcę
Chcę być policjantem, pałkę trzymać mocno w łapie
Niech no ktoś okradnie sklep!<REND>
<EOST>
U sąsiada w bloku ukradł ktoś samochód
Więc ruszać czas
A na rynku znowu małe zamieszanie
Już jestem tam
Ostro pracuję, ludziom pomagam
Chociaż za małą pensyjkę mam
<EOST>
<RBEG>Ref.:
Chcę być policjantem, jeździć chcę niebieskim autem
I gangsterów gonić chcę
Chcę być policjantem, pałkę trzymać mocno w łapie
Niech no ktoś okradnie sklep! (2 <REND>x<EOST>)",1
"My jesteśmy abstynenci 
Nas alkohol nie zachęci 
Na prywatkach w karnawale 
Zatapiamy w szklance coli nasze smutki, nasze żale 
<EOST>
Niech party trwa, pijmy do dna butelki coli 
Bo nikt nie chce znać, co to jest kac i bóle głowy 
<EOST>
My jesteśmy abstynenci... 
<EOST>
Ktoś chwali nam szampana smak i gin z tonikiem 
A my, hej sto lat, wznieśmy i tak toast coli łykiem 
<EOST>
My jesteśmy abstynenci... 
<EOST>
A gdyby tak inny mieć smak jak czary-mary 
Choć raz zamknąć tak monopol sam i piwne bary 
<EOST>
My jesteśmy abstynenci..<EOST>.",1
"Pokochaj pokochaj mnie miła ma
będę przez życie szedł z tobą
tak w duszy mi gra 
Pokochaj pokochaj mnie mocno tak 
jakby to było to wszystko co życie nam da

W letni dzień pogodny dzień ujrzałem cię
Stałaś tam samotnie tak jak szary cień
Serce me zadrżało i wiedziałem że
jesteś tą dziewczyną na dobre i złe

Pokochaj  pokochaj mnie miła ma 
Będę przez życie szedł z tobą 
tak w duszy mi gra
Pokochaj pokochaj mnie mocno tak
Jakby to było to wszystko 
co życie nam da

Dobry los szczęśliwy los
dziś w rękach mam
Na drodze  mej postawił cię
nie będę sam
Kiedy już połączy nas uczucia żar
to czy nas przeniknie w nas miłości szał

Pokochaj pokochaj mnie miła ma
Będę przez życie szedł z tobą
tak w duszy mi gra
Pokochaj pokochaj mnie mocno tak
jak by to było to wszystko
co życie nam da

W letni dzień pogodny dzień
Ujrzałem cię stałaś tam
samotnie tak jak szary cień
Serce mi zadrżało i wiedziałem że
Jesteś tą dziewczyną mą na dobre i złe

W letni dzień pogodny dzień
ujrzałem cię stałaś tam 
samotnie tak jak szary cień
Serce me zadrżało i wiedziałem że
Jesteś tą dziewczyną mą na dobre i złe

W letni dzień pogodny dzień
Ujrzałem cie stałaś tam
samotnie tak jak szary cień
Serce me zadrżało o wiedziałem że..<EOST>.",1
"***
<EOST>
1. 
<EOST>
  Ja nic nie rozumiem,
Co się stało z Tobą dziś.
Ty tylko jedyna , zawsze jakiś problem masz.
Ty mi ciągle mówisz,
Że, nie możesz dłuzej tak.
Ja nic nie poradze,
 Lecz Ci powiem, że nie odchodź nie !
<EOST>
<RBEG>Ref.<REND>
<EOST>
 Podnieś głowę do góry !
Nie załamuj się !
Jeszcze będzie wspaniale !
Musisz tylko chcieć ! 
Podnieś glowę do góry ! 
Otrzyj gorzkie łzy !
Przecież życie jest piękne !
A my żyjemy w nim !
<EOST>
2.
<EOST>
 Już jesteś szczesliwa,
I nie chodzisz tak jak cień !
Jest Ci ze mną dobrze,
Cieszysz się jak mało kto.
Chodzisz na spacery,
I za rekę trzymasz mnie , 
Wiem że jesteś piękna,
Lecz ..
Nie kocham Cię ! Nie kocham Cię !
<EOST>
<RBEG>Ref.<REND>
<EOST>
 Podnieś głowę do góry !
Nie załamuj się !
Jeszcze będzie wspaniale !
Musisz tylko chcieć ! 
Podnieś glowę do góry ! 
Otrzyj gorzkie łzy !
Przecież życie jest piękne !
A my żyjemy w nim !
<EOST>
                                                                                         **<EOST>*",1
"Każda chwila jest wspomnieniem, w każdej chwili widzę Cie
Twoje dłonie na mym ciele, kiedy czule tulą mnie
Chcę być wolna jak marzenie, które kiedyś spełni się 
I znów razem iść przed siebie, razem z Tobą starzeć się
<EOST>
Musze zdobyć choć na chwilę resztkę sił wykrzesać by
Uratować nasza miłość, nasze myśli, nasze sny
Tylko mnie  kochaj
Utuleni w pięknym śnie
W Twych ramionach czuje się tak bezpiecznie 
Proszę Cie tylko mnie kochaj
Zostań ze mną, przy mnie bądź
Tylko Ty 
Tylko mnie kochaj
Tylko nie kochaj
<EOST>
Znowu jesteś w moich myślach
I zaczarowany świat
Wśród potoków, śpiewu ptaków, gór milczących z tamtych lat
Nasza miłość to spełnienie, które zawsze  będzie trwać
Bo ja potrzebuję Ciebie nawet gdy się zmieni świat
<EOST>
Musze zdobyć choć na chwilę resztkę sił wykrzesać by
Uratować nasza miłość, nasze myśli, nasze sny
Tylko mnie  kochaj
Utuleni w pięknym śnie
W Twych ramionach czuje się tak bezpiecznie 
Proszę Cie tylko mnie kochaj
Zostań ze mną, przy mnie bądź
Tylko Ty 
Tylko mnie kochaj
Tylko nie kochaj
<EOST>
Tylko mnie  kochaj
Utuleni w pięknym śnie
W Twych ramionach czuje się tak bezpiecznie 
Proszę Cie tylko mnie kochaj
Zostań ze mną, przy mnie bądź
Tylko Ty 
X2
<EOST>
Tylko mnie kochaj
Tylko Ty
Tylko kochaj mni<EOST>e",1
"Nagle w słońcu błękitny wiatr
ulica tylu zwyczajnych spraw
Dokąd biegniesz wśród ludzi i aut
przez pejzaż lata, przez zamieć barw

<RBEG>Ref:
Bez Ciebie rok gubi dni
Bez Ciebie klucz myli drzwi
Bez Ciebie miód traci smak
Bez Ciebie świat pusty tak
Bez Ciebie w kąt idzie wiersz
Bez Ciebie maj grudniem jest
Co o tym wiesz,co o tym wiesz
Co o tym wiesz?

Dokąd biegniesz gdy mijasz mnie?
To długa podróż do kresu dnia
Hej jej jej nie byłaś, nie ma Cię
Bo jesteś chwilą co chwilę trwa

<RBEG>Ref:
Bez Ciebie rok gubi dni
Bez Ciebie klucz myli drzwi
Bez Ciebie wiatr w oczy tnie
Bez Ciebie czas stanąć chce
Bez Ciebie w kąt idzie wiersz
Bez Ciebie maj grudniem jest
Co o tym wiesz,co o tym wiesz
Co o tym wies<REND><REND>z<EOST>?",0
"oou oooo uooo...

1. Zatrzymam Cię po prostu tak
byś mogła poczuć ust mych smak
Wiem, że Tobie to spodoba się
niech mówią źle, nie przejmuj się
nic nie wiedzą o nas nie znają się
A Ty... po prostu zostań... 

<RBEG>Ref: I kochaj mnie tak normalnie, 
Kochaj mnie nieuleczalnie, 
Kochaj mnie w miłości trwaj, 
a wspólnie zaliczymy raj,
I kochaj mnie tak normalnie, 
Kochaj mnie nieuleczanie,
Kochaj mnie, w miłości trwaj, 
a wspólnie zaliczymy raj.

2. Nie puszcze cie nie oddam nie, 
za żadne skarby nie wyłamie się, 
bo wiem że dobrze nam ze sobą jest,
i tylko z tobą dzielić chce radość i smutek, noc i dzień, 
A Ty... po prostu zostań... 

<RBEG>Ref. I kochaj mnie tak normalnie, 
Kochaj mnie nieuleczalnie, 
Kochaj mnie w miłości trwaj, 
a wspólnie zaliczymy raj,
I kochaj mnie tak normalnie, 
Kochaj mnie nieuleczanie,
Kochaj mnie, w miłości trwaj, 
a wspólnie zaliczymy raj.

ou ooouo uooo....
ou ooouo....

Po prostu zostań, ze mną już!
I kochaj mnie, tak normalnie,
nieuleczalnie, niepowtarzalnie,
Kochaj mnie, darz mnie miłością, 
swą namiętnością, swoją radością,
Kochaj mnie, tak normalnie,
nieuleczalnie, niepowtarzalnie,
Kochaj mnie, darz mnie miłością,
swą namiętnością, swoją radością.
Kochaj mnie...
Kochaj mnie...
Kochaj mnie...
kochaj mnie....

<RBEG>Ref.I kochaj mnie tak normalnie, 
Kochaj mnie nieuleczalnie, 
Kochaj mnie w miłości trwaj, 
a wspólnie zaliczymy raj.

ooou ooooouoo
uoooo ou ouooo
uoooo...

Kochaj mnie.<REND><REND><REND>.<EOST>.",1
"Gdy jesteś ze mną, cały świat wiruje, gwiazdy bledną
Chcę byś była dla mnie tylko jedną
Zostań już na zawsze, życie z tobą ma swój smak
<EOST>
Gdziekolwiek jesteś, cokolwiek robisz
To moje serce płacze za tobą
Z kimkolwiek jeteś, cokolwiek robisz
I tak moje serce szaleje za tobą
<EOST>
Nie jest łatwo, nie łatwo samotnym być
Nie jest łatwo zakochać się
<EOST>
Gdy jesteś ze mną, cały świat wiruje, gwiazdy bledną
Chcę byś była dla mnie tylko jedną
Zostań juz na zawsze, życie z tobą ma swój smak
Gdy jesteś ze mną, cały świat wiruje, gwiazdy bledną
Chcę byś była dla mnie tylko jedną
Zostań juz na zawsze, życie z tobą ma swój smak
<EOST>
Znów wyjechałas, znów zapomniałaś 
A moje serce płacze za tobą
Ja będe tęsknił, ja będe czekał
Bo moje serce szaleje za tobą
<EOST>
Nie jest łatwo, nie łatwo samotnym być
Nie jest łatwo zakochać się
<EOST>
Gdy jesteś ze mną, cały świat wiruje, gwiazdy bledną
Chcę byś była dla mnie tylko jedną
Zostań juz na zawsze, życie z tobą ma swój smak
Gdy jesteś ze mną, cały świat wiruje, gwiazdy bledną
Chcę byś była dla mnie tylko jedną
Zostań juz na zawsze, życie z tobą ma swój smak
<EOST>
Nie jest łatwo, nie łatwo samotnym być
Nie jest łatwo zakochać się
<EOST>
Gdy jesteś ze mną, cały świat wiruje, gwiazdy bledną
Chcę byś była dla mnie tylko jedną
Zostań juz na zawsze, życie z tobą ma swój smak
Gdy jesteś ze mną, cały świat wiruje, gwiazdy bledną
Chce byś była dla mnie tylko jedną
Zostań juz na zawsze, życie z tobą ma swój sma<EOST>k",1
"1.zwr.
Założyłaś już biały welon
Tak cudownie Twe oczy się śmieją
Wiesz dokładnie, że ta noc jest nasza
Będę z Tobą tańczył, aż do rana.
<EOST>
<RBEG>Ref.
Co to będzie za noc, oj będzie się działo
Weselny szał, jakiego mało
Ten piękny czas, niech się nie kończy
Muzyka nas, tańcem połączy.<REND>
<EOST>
Co to za noc, oj będzie się działo
Weselny szał, jakiego mało
Ten piękny czas, niech się nie kończy
Muzyka nas, tańcem połączy.
<EOST>
2. zwr.
Już myślami jestem gdzieś na sali
Wszyscy goście tacy roześmiani
Czy mi Ciebie ktoś zesłał w darze
Słychać głośne sto lat młodej parze.
<EOST>
<RBEG>Ref.
Co to będzie za noc, oj będzie się działo
Weselny szał, jakiego mało
Ten piękny czas, niech się nie kończy
Muzyka nas, tańcem połączy.<REND>
<EOST>
Co to za noc, oj będzie się działo
Weselny szał, jakiego mało
Ten piękny czas, niech się nie kończy
Muzyka nas, tańcem połączy.
<EOST>
La la la la la laj.......
<EOST>
<RBEG>Ref.
Co to będzie za noc, oj będzie się działo
Weselny szał, jakiego mało
Ten piękny czas, niech się nie kończy
Muzyka nas, tańcem połączy.<REND>
<EOST>
Co to za noc, oj będzie się działo
Weselny szał, jakiego mało
Ten piękny czas, niech się nie kończy
Muzyka nas, tańcem połączy<EOST>.",1
"Zobaczyłem wczoraj - dłoń zakryła twarz 
Pomyślałem sobie: - Który to już raz ?.. 
Ludzie urodzeni - aby czynić zło 
Nie wiem czy się wstydzisz, gdy oglądasz to 
<EOST>
Co myślałeś kiedy zobaczyłeś krew ? 
Czy jej młode oczy budzą w Tobie gniew ? 
Czy widziałeś w kinie chociaż jeden film, 
w którym nikt nie ginie, nie zabija nikt ? 
<EOST>
Nocą po ulicach chodzi ślepy strach 
Czyja to jest wina, że zrobiłeś tak ? 
W ciemnych kamienicach rozpaczliwy krzyk 
Znowu ktoś zabija... Czy tak musi być ?! 
<EOST>
Co myślałeś kiedy zobaczyłeś krew ?.<EOST>.",0
"Jesteśmy razem wiele lat
Jesteśmy razem, Ty i ja
Lecz gdy Cię nie ma blisko mnie
Po głowie krążą myśli złe

<RBEG>Ref.:
Powiedz moja miła, że mnie nie zdradziłaś
Powiedz moja mała, że masz tylko mnie (2 x)

Wciąż mówimy o miłości
Czy nas naprawdę na nią stać
Nie dajesz powodów do zazdrości
Lecz serce boli, gdy Cię brak

<RBEG>Ref.:
Powiedz moja miła, że mnie nie zdradziłaś
Powiedz moja mała, że masz tylko mnie (2 x)

Pamiętaj o tym, proszę Cię
Zawsze mnie kochaj, w noc i w dzień
Ja tylko Ciebie jedną mam
Gdy zrobisz błąd, zostanę sam

<RBEG>Ref.:
Powiedz moja miła, że mnie nie zdradziłaś
Powiedz moja mała, że masz tylko mnie (4 <REND><REND><REND>x<EOST>)",1
"Miałeś przyjaciela przez tyle długich lat 
Z przyjaźnią tak serdeczna, że mogliście konie kraść 
O przyjaźni można dużo powiedzieć ciepłych słów 
Lecz kiedy sprawi zawód może zwalić cię z nóg 
<EOST>
<RBEG>Ref.: 
To wszystko sprawił grzech, że ludziom jest ze sobą źle 
Bo zamiast dobrem przegnać zło, dali się splątać jakąś grą <REND>
<EOST>
To wszystko sprawił grzech, że ludziom jest ze sobą źle 
Więc zamiast w swojej dumie trwać, spytaj sumienia jak się ma 
<EOST>
Miałeś tez dziewczynę, przez wiele długich lat 
W miłości zagubiony, obracał się wasz świat 
Lecz stała się rzecz dziwna przepadł miłości sens 
Dziś szukasz winy w sobie i nie możesz znaleźć jej… 
<EOST>
<RBEG>Ref.: 
To wszystko sprawił grzech, że ludziom jest ze sobą źle 
Bo zamiast dobrem przegnać zło, dali się splątać jakąś grą <REND>
<EOST>
To wszystko sprawił grzech, że ludziom jest ze sobą źle 
Więc zamiast w swojej dumie trwać, spytaj sumienia jak się m<EOST>a",0
